chemical_id,chemical_casrn,chemical_name,systemic_adjusted_negative_log_lel
DSSTox_GSID_25688,110-91-8,Morpholine,?
DSSTox_GSID_24055,77-78-1,"Dimethylsulfate(Sulfuricacid,dimethylester)",?
DSSTox_GSID_47356,473289-62-2,Ilepatril,4.273
DSSTox_GSID_47325,NOCAS_47325,SB413217A,?
DSSTox_GSID_42154,493-52-7,Methylred,?
DSSTox_GSID_24097,111-76-2,2-Butoxyethanol,2.426
DSSTox_GSID_20597,107-21-1,"1,2-Ethanediol",1.796
DSSTox_GSID_27454,2044-64-6,"N,N-Dimethylacetoacetamide(Butanamide,N,N-dimethyl-3-oxo-)",?
DSSTox_GSID_34973,87820-88-0,Tralkoxydim,3.778
DSSTox_GSID_25101,99-07-0,3-Dimethylaminophenol,?
DSSTox_GSID_24311,62-74-8,Sodiumfluoroacetate,?
DSSTox_GSID_21832,99-97-8,"N,N,4-Trimethylaniline",3.125
DSSTox_GSID_47358,439687-69-1,Nelivaptan,?
DSSTox_GSID_41306,131-55-5,"2,2',4,4'-Tetrahydroxybenzophenone",?
DSSTox_GSID_22437,500-38-9,Nordihydroguaiareticacid,?
DSSTox_GSID_41293,120-65-0,2-((Dimethylamino)methyl)phenol,?
DSSTox_GSID_34365,134605-64-4,Butafenacil,3.745
DSSTox_GSID_34590,161326-34-7,Fenamidone,3.248
DSSTox_GSID_27304,753-73-1,"Stannane,dichlorodimethyl-",?
DSSTox_GSID_41955,139-87-7,Ethyldiethanolamine,?
DSSTox_GSID_25857,66-71-7,"1,10-Phenanthroline",?
DSSTox_GSID_20805,89-78-1,"Cyclohexanol,5-methyl-2-(1-methylethyl)-,(1R,2S,5R)-rel-",?
DSSTox_GSID_24869,80-15-9,"Cumenehydroperoxide(Hydroperoxide,1-methyl-1-phenylethyl)",?
DSSTox_GSID_34928,148477-71-8,Spirodiclofen,3.284
DSSTox_GSID_21337,148-79-8,Thiabendazole,2.982
DSSTox_GSID_20249,1563-66-2,Carbofuran,4
DSSTox_GSID_20027,79-06-1,Acrylamide,?
DSSTox_GSID_35748,51229-78-8,"3,5,7-Triazatricyclo(3.3.1.1(superscript3,7))decane,1-(3-chloro-2-propenyl)-,chloride,(Z)-",?
DSSTox_GSID_27656,7659-86-1,"2-Ethylhexylsulfanylacetate(Aceticacid,mercapto-,2-ethylhexylester)(2-Ethylhexylthioglycolate)",?
DSSTox_GSID_20686,58-89-9,Lindane,6
DSSTox_GSID_29214,1335-46-2,"Ionone,methyl-",?
DSSTox_GSID_47311,NOCAS_47311,4-chloro-2-fluoro-5-{[4-(3-fluorophenyl)-4-{2-[3-(2-methyl-1H-benzimidazol-1-yl)-8-azabicyclo[3.2.1]oct-8-yl]ethyl}piperidin-1-yl]carbonyl}-N-methylbenzenesulfonamide,?
DSSTox_GSID_24206,2212-67-1,Molinate,4.398
DSSTox_GSID_24239,19666-30-9,Oxadiazon,4.38
DSSTox_GSID_22527,94-13-3,Propylparaben(Propyl-4-hydroxybenzoate),?
DSSTox_GSID_24985,118-52-5,"1,3-Dichloro-5,5-dimethylhydantoin",1.523
DSSTox_GSID_23588,50-70-4,d-Sorbitol,?
DSSTox_GSID_42454,589-68-4,"Tetradecanoicacid,2,3-dihydroxypropylester",?
DSSTox_GSID_47304,135080-03-4,CP-100829,?
DSSTox_GSID_22421,73-31-4,Melatonin,?
DSSTox_GSID_31864,1763-23-1,Perfluorooctane sulfonic acid,4.176
DSSTox_GSID_21135,842-07-9,C.I. Solvent yellow 14,?
DSSTox_GSID_23990,21725-46-2,Cyanazine,6.301
DSSTox_GSID_44435,51-05-8,Procainehydrochloride,?
DSSTox_GSID_47295,291305-06-1,UK-373911,3.255
DSSTox_GSID_32361,10222-01-2,DBNPA,2.824
DSSTox_GSID_34665,81334-34-1,Imazapyr,1.477
DSSTox_GSID_21124,108-95-2,Phenol,2.87
DSSTox_GSID_36226,142-31-4,Sodiumoctylsulfate,?
DSSTox_GSID_47320,180084-01-9,"(1-ethyl-6,7-dihydro-5H-spiro[furo[2,3-f]indole-3,4-piperidin]-5-yl)[2-methyl-4-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-yl]methanone hydrochloride",?
DSSTox_GSID_20428,79-43-6,Dichloroacetic acid,?
DSSTox_GSID_47305,NOCAS_47305,CP-608039,?
DSSTox_GSID_47261,177785-47-6,"(2S,3S)-3-methyl-2-(3-oxo-1,2-benzothiazol-2(3H)-yl)pentanoicacid",?
DSSTox_GSID_32619,112226-61-6,"Halofenozide(Benzoicacid,4-chloro-,2-benzoyl-2-(1,1-dimethylethyl)hydrazide)(RH-70345)(Mach-2)",?
DSSTox_GSID_21894,108-93-0,Cyclohexanol,?
DSSTox_GSID_24276,2312-35-8,Propargite,3.875
DSSTox_GSID_25023,77-73-6,"Dicyclopentadiene(4,7-Methano-1H-indene,3a,4,7,7a-tetrahydro-)",?
DSSTox_GSID_36288,5333-42-6,"1-Dodecanol,2-octyl-",?
DSSTox_GSID_45191,66357-35-5,Ranitidine,?
DSSTox_GSID_47248,NOCAS_47248,PD-168787,?
DSSTox_GSID_47342,NOCAS_47342,SR125047,3.255
DSSTox_GSID_34618,188489-07-8,Flufenpyr-ethyl,2.854
DSSTox_GSID_34695,2234562,Mancozeb,3.75
DSSTox_GSID_26967,120-55-8,"Diethyleneglycoldibenzoate(Ethanol,2,2'-oxybis-,dibenzoate)",?
DSSTox_GSID_24259,2310-17-0,Phosalone,4.222
DSSTox_GSID_24046,311-45-5,Paraoxon(Diethyl-p-nitrophenylphosphate),?
DSSTox_GSID_20494,756-79-6,"Dimethylmethylphosphonate(Phosphonicacid,methyl-,dimethylester)",?
DSSTox_GSID_21415,122-20-3,Triisopropanolamine(Tris(2-hydroxypropyl)amine)(Tri-isopropanolamine),?
DSSTox_GSID_22391,520-36-5,Apigenin,?
DSSTox_GSID_47279,261947-38-0,CP-532623,4.176
DSSTox_GSID_41413,6485-40-1,"(5R)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one;2-Cyclohexen-1-one,2-methyl-5-(1-methylethenyl)-,(5R)-",?
DSSTox_GSID_20523,51-28-5,"2,4-Dinitrophenol",3.477
DSSTox_GSID_37745,87-18-3,"4-tert-Butylphenylsalicylate(benzoicacid,2-hydroxy-,4-(1,1-dimethylethyl)-phenylester)",?
DSSTox_GSID_48174,174185-16-1,FR167356,?
DSSTox_GSID_41274,941-69-5,"1H-Pyrrole-2,5-dione,1-phenyl-(N-Phenylmaleimide)",?
DSSTox_GSID_34260,79-57-2,"Oxytetracycline(2-Naphthacenecarboxamide,4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-,(4S-(4.alpha.,4a.alpha.,5.alpha.,5a.alpha.,6.beta.,12a.alpha.))-)",?
DSSTox_GSID_22607,120511-73-1,Anastrozole,?
DSSTox_GSID_32498,3380-34-5,Triclosan,2.903
DSSTox_GSID_20895,2385-85-5,Mirex,5.678
DSSTox_GSID_20040,309-00-2,Aldrin,5.125
DSSTox_GSID_36467,27344-41-8,"Disodium4,4'-bis(2-sulfostyryl)biphenyl(Benzenesulfonicacid,2,2'-([1,1'-biphenyl]-4,4'-diyldi-2,1-ethenediyl)bis-,disodiumsalt)",?
DSSTox_GSID_21804,94-09-7,Ethyl4-aminobenzoate(Benzocaine),?
DSSTox_GSID_27204,556-61-6,Methyl isothiocyanate,3.91
DSSTox_GSID_22008,143-08-8,1-Nonanol,?
DSSTox_GSID_20894,90-94-8,Michlers ketone,?
DSSTox_GSID_34492,120116-88-3,Cyazofamid,4.222
DSSTox_GSID_23380,68-22-4,Norethindrone,?
DSSTox_GSID_32535,95266-40-3,Trinexapac-ethyl(Cimecticarb),?
DSSTox_GSID_25469,123-51-3,Isopentylalcohol,?
DSSTox_GSID_48202,611-70-1,Isopropylphenylketone,?
DSSTox_GSID_29761,51580-86-0,Sodiumdichloro-s-triazinetrionedihydrate,?
DSSTox_GSID_21831,99-08-1,3-Nitrotoluene,?
DSSTox_GSID_21976,122-99-6,2-Phenoxyethanol(Ethyleneglycolmonophenylether),?
DSSTox_GSID_20190,860-22-0,C.I.AcidBlue74(Indigocarmine)(FD&amp;CBlueNo.2),?
DSSTox_GSID_20606,103-23-1,Di(2-ethylhexyl) adipate,?
DSSTox_GSID_22519,59-30-3,"Folicacid(L-Glutamicacid,N-[4-[[(2-amino-1,4-dihydro-4-oxo-6-pteridinyl)methyl]amino]benzoyl]-)",?
DSSTox_GSID_48518,NOCAS_48518,2-Bromo-4-fluoro-N-{[(E)-2-(thiophen-2-yl)ethenyl]sulfonyl}benzamide,?
DSSTox_GSID_21639,124-19-6,Nonanal,?
DSSTox_GSID_20699,136-77-6,4-Hexylresorcinol,?
DSSTox_GSID_42196,138-22-7,Butyllactate,?
DSSTox_GSID_34722,210631-68-8,"Topramezone(Methanone,[3-(4,5-dihydro-3-isoxazolyl)-2-methyl-4-(methylsulfonyl)phenyl](5-hydroxy-1-methyl-1H-pyrazol-4-yl)-)(BAS670H)",?
DSSTox_GSID_47299,NOCAS_47299,1-[cis-1-(3-ethoxyphenyl)-4-methylcyclohexyl]-4-phenylpiperazine methanesulfonate (1:1),?
DSSTox_GSID_44571,618-45-1,"3-Isopropylphenol;(Phenol,3-(1-methylethyl)-)",?
DSSTox_GSID_32379,97886-45-8,Dithiopyr,3.477
DSSTox_GSID_25337,75-12-7,Formamide,2.921
DSSTox_GSID_20194,10043-35-3,Boric acid,2.585
DSSTox_GSID_24460,60-09-3,4-Aminoazobenzene,?
DSSTox_GSID_48166,102409-92-7,FR073317,?
DSSTox_GSID_20453,60-57-1,Dieldrin,5.125
DSSTox_GSID_32393,72490-01-8,Fenoxycarb,3.064
DSSTox_GSID_41639,827-21-4,"Benzenesulfonicacid,2,4-dimethyl-,sodiumsalt",?
DSSTox_GSID_21138,106-50-3,"1,4-Benzenediamine(p-Phenylenediamine)",?
DSSTox_GSID_27356,1067-53-4,"2,5,7,10-Tetraoxa-6-silaundecane,6-ethenyl-6-(2-methoxyethoxy)-",?
DSSTox_GSID_20855,298-00-0,Methyl parathion,4.921
DSSTox_GSID_41877,151-05-3,"alpha,alpha-Dimethylphenethylacetate",?
DSSTox_GSID_20652,25812-30-0,Gemfibrozil,?
DSSTox_GSID_47451,6359-82-6,Acidyellow11,?
DSSTox_GSID_48170,149413-74-1,FR150011,?
DSSTox_GSID_20889,622-97-9,"Benzene,1-ethenyl-4-methyl-;p-Methylstyrene",?
DSSTox_GSID_21413,126-72-7,"Tris(2,3-dibromopropyl)phosphate",?
DSSTox_GSID_21150,62-38-4,Phenylmercuricacetate,?
DSSTox_GSID_40112,106-30-9,Ethylheptanoate,?
DSSTox_GSID_20014,520-45-6,"3-Acetyl-6-methyl-2H-pyran-2,4(3H)-dione;3-Acetyl-6-methyl-2,4-pyrandione;3-Acetyl-6-methyl-2H-pyran-2,4(3H)-dione",?
DSSTox_GSID_26880,111-55-7,"1,2-Ethanediol,diacetate",?
DSSTox_GSID_34186,52-01-7,Spironolactone,?
DSSTox_GSID_21160,6607,Picloram,2.222
DSSTox_GSID_20123,103-33-3,Azobenzene,2.523
DSSTox_GSID_20929,98-92-0,Niacinamide(Nicotinamide)(3-Pyridinecarboxamide)(Nam),?
DSSTox_GSID_24274,1918-16-7,Propachlor,?
DSSTox_GSID_20617,97-53-0,Eugenol,1.505
DSSTox_GSID_48196,2396-68-1,4-tert-Butylbenzenethiol,?
DSSTox_GSID_32573,96489-71-3,Pyridaben,4.409
DSSTox_GSID_20498,120-61-6,Dimethyl terephthalate,1.727
DSSTox_GSID_25438,127-07-1,Hydroxyurea(HU),?
DSSTox_GSID_48192,15499-27-1,4-Butylchlorobenzene,?
DSSTox_GSID_35152,116-25-6,"2,4-Imidazolidinedione,1-(hydroxymethyl)-5,5-dimethyl-",?
DSSTox_GSID_32398,131341-86-1,Fludioxonil,3.783
DSSTox_GSID_32553,62924-70-3,Flumetralin,3.824
DSSTox_GSID_24359,95-95-4,"2,4,5-Trichlorophenol",?
DSSTox_GSID_32675,35400-43-2,Sulprofos,?
DSSTox_GSID_34997,81741-28-8,Tri-n-butyltetradecylphosphoniumchloride,?
DSSTox_GSID_24091,759-94-4,EPTC,3.699
DSSTox_GSID_37707,29420-49-3,Potassium nonafluoro-1-butanesulfonate,2.222
DSSTox_GSID_24216,1929-82-4,Nitrapyrin,3.301
DSSTox_GSID_41426,110-87-2,"3,4-Dihydro-2H-pyran",?
DSSTox_GSID_25306,16219-75-3,"5-Ethylidene-2-norbornene(Ethylidenenorbornene)(Bicyclo[2.2.1]hept-2-ene,5-ethylidene-)",?
DSSTox_GSID_26842,110-42-9,Methyldecanoate,?
DSSTox_GSID_27713,9004-96-0,"Poly(oxy-1,2-ethanediyl),.alpha.-[(9Z)-1-oxo-9-octadecenyl]-.omega.-hydroxy-",?
DSSTox_GSID_32315,64359-81-5,"4,5-Dichloro-2-octyl-3(2H)-isothiazolone(4,5-Dichloro-2-n-octyl-3(2H)-isothiazolone)",?
DSSTox_GSID_32562,113-48-4,MGK-264,2.215
DSSTox_GSID_21238,108-46-3,Resorcinol,2.854
DSSTox_GSID_21152,92-69-3,"p-Phenylphenol;4-hydroxybiphenyl;4-Hydroxy-1,1'-biphenyl",?
DSSTox_GSID_25068,84-75-3,Dihexyl phthalate,2.079
DSSTox_GSID_27246,616-45-5,2-Pyrrolidinone,?
DSSTox_GSID_34402,23184-66-9,Butachlor,2.971
DSSTox_GSID_32556,117337-19-6,Fluthiacet-methyl,4.222
DSSTox_GSID_22345,789-02-6,"o,p'-DDT",3
DSSTox_GSID_20790,1634-78-2,Malaoxon,1.767
DSSTox_GSID_20144,119-53-9,"Benzoin(2-Hydroxy-1,2-diphenylethan-1-one)",?
DSSTox_GSID_22020,314-40-9,Bromacil,3.231
DSSTox_GSID_20716,123-31-9,Hydroquinone,?
DSSTox_GSID_32356,1134-23-2,Cycloate,3.143
DSSTox_GSID_21948,114-26-1,Propoxur,3.523
DSSTox_GSID_22480,620-17-7,3-Ethylphenol(m-ethylphenol),?
DSSTox_GSID_42190,2605-79-0,"N,N-Dimethyldecylamineoxide",?
DSSTox_GSID_21961,119-61-9,Benzophenone,3.191
DSSTox_GSID_38810,2627-95-4,"1,3-Divinyltetramethyldisiloxane(Disiloxane,1,3-diethenyl-1,1,3,3-tetramethyl-)",?
DSSTox_GSID_42171,1541-81-7,4-Dodecylmorpholine,?
DSSTox_GSID_20114,2465-27-2,Auramine-O;Benzophenoneidum;C.I.BasicYellowNo.2,?
DSSTox_GSID_24143,822-06-0,"1,6-Diisocyanatohexane(1,6-Hexamethylenediisocyanate)",?
DSSTox_GSID_23977,95-49-8,2-Chlorotoluene,?
DSSTox_GSID_26259,13674-84-5,"2-Propanol,1-chloro-,phosphate(3:1);TCPP",?
DSSTox_GSID_37028,57-09-0,Hexadecyltrimethylammoniumbromide(Cetyltrimethylammoniumbromide),?
DSSTox_GSID_47103,1120-04-3,Octadecylsulfatesodiumsalt,?
DSSTox_GSID_26285,120-14-9,"Veratraldehyde(3,4-Dimethoxybenzaldehyde)",?
DSSTox_GSID_47287,197077-55-7,UK-333747,?
DSSTox_GSID_24821,98-56-6,"1-chloro-4-(trifluoromethyl)benzene(p-Chloro-a,a,a-trifluorotoluene)(p-Chlorobenzotrifluoride)",?
DSSTox_GSID_24245,40487-42-1,Pendimethalin,3.301
DSSTox_GSID_44825,585-34-2,"3-tert-Butylphenol(Phenol,3-(1,1-dimethylethyl)-)",?
DSSTox_GSID_48209,938-16-9,tert-Butylphenylketone,?
DSSTox_GSID_35589,68959-20-6,"N,N-Didecyl-N-methyl-3-(trimethoxysilyl)propanaminiumchloride",?
DSSTox_GSID_27367,1120-36-1,1-Tetradecene,?
DSSTox_GSID_27863,25322-69-4,"Poly[oxy(methyl-1,2-ethanediyl)],.alpha.-hydro-.omega.-hydroxy-;PPG",?
DSSTox_GSID_40484,66575-29-9,Forskolin(Colforsin),?
DSSTox_GSID_34361,90823-38-4,"Denatoniumsaccharide9Benzenemethanaminium,N-(2-((2,6-dimethylphenyl)amino)-2-oxoethyl)-N,N-diethyl-,saccharide)",?
DSSTox_GSID_23892,71751-41-2,Abamectin,4.398
DSSTox_GSID_47364,NOCAS_47364,SSR103800,4.477
DSSTox_GSID_20439,120-83-2,"2,4-Dichlorophenol",2.476
DSSTox_GSID_25791,88-72-2,2-Nitrotoluene,?
DSSTox_GSID_41682,115-39-9,Bromophenolblue,?
DSSTox_GSID_44581,96-70-8,"2-tert-Butyl-4-ethylphenol(Phenol,2-(1,1-dimethylethyl)-4-ethyl-)",?
DSSTox_GSID_25021,84-61-7,"Dicyclohexylphthalate(1,2-Benzenedicarboxylicacid,dicyclohexylester)",?
DSSTox_GSID_47310,196808-45-4,Farglitazar,?
DSSTox_GSID_23862,1646-88-4,Aldoxycarb(Aldicarbsulfone),?
DSSTox_GSID_48208,89-71-4,Methyl2-methylbenzoate,?
DSSTox_GSID_20627,86386-73-4,Fluconazole(FLC),?
DSSTox_GSID_20921,91-59-8,2-Naphthylamine,?
DSSTox_GSID_22678,90357-06-5,CDX;Casodex,?
DSSTox_GSID_29241,2772-45-4,"2,4-Bis(1-methyl-1-phenylethyl)phenol",?
DSSTox_GSID_22018,298-04-4,Disulfoton,5
DSSTox_GSID_22536,599-64-4,"4-Cumylphenol(Phenol,4-(1-methyl-1-phenylethyl)-",?
DSSTox_GSID_41275,142-18-7,"1-Lauroyl-rac-glycerol;2,3-dihydroxypropyldodecanoate",?
DSSTox_GSID_32442,138261-41-3,Imidacloprid,3.477
DSSTox_GSID_21086,23135-22-0,Oxamyl,4.574
DSSTox_GSID_21871,106-48-9,p-Chlorophenol,?
DSSTox_GSID_23719,97322-87-7,Troglitazone,2.699
DSSTox_GSID_41728,2870-32-8,C.I.Directyellow12,?
DSSTox_GSID_36496,797-63-7,Norgestrel,?
DSSTox_GSID_27633,6683-19-8,"Pentaerythritoltetrakis(3,5-di-tert-butyl-4-hydroxyhydrocinnamate)(Benzenepropanoicacid,3,5-bis(1,1-dimethylethyl)-4-hydroxy-,2,2-bis[[3-[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropoxy]methyl]-1,3-propanediylester)",?
DSSTox_GSID_41141,129298-91-5,TNP-470(TNP-470),?
DSSTox_GSID_21885,107-41-5,"2-Methyl-2,4-pentanediol",?
DSSTox_GSID_24834,14371-10-9,(2E)-3-Phenylprop-2-enal,?
DSSTox_GSID_21936,111-69-3,"Hexanedinitrile(Adiponitrile)(1,4-Dicyanobutane)",?
DSSTox_GSID_23826,4098-71-9,"Isophoronediisocyanate(Cyclohexane,5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethyl-)",?
DSSTox_GSID_21790,88-75-5,2-Nitrophenol(o-Nitrophenol),?
DSSTox_GSID_20819,950-37-8,Methidathion,4.161
DSSTox_GSID_42232,107-75-5,"7-Hydroxy-3,7-dimethyloctanal",?
DSSTox_GSID_41957,122-51-0,Ethylorthoformate(Triethylorthoformate),?
DSSTox_GSID_24721,464-49-3,D-Camphor,?
DSSTox_GSID_25809,112-80-1,Oleicacid(9-Octadecenoicacid(9Z)-)(OA),?
DSSTox_GSID_32548,114369-43-6,Fenbuconazole,3.398
DSSTox_GSID_21403,512-56-1,Trimethylphosphate,?
DSSTox_GSID_24109,66332-96-5,Flutolanil,2.432
DSSTox_GSID_20510,57-97-6,"DMBA;7,12-Dimethylbenzanthracene",?
DSSTox_GSID_20537,147-24-0,Diphenhydramine hydrochloride,2.875
DSSTox_GSID_20528,606-20-2,"2,6-Dinitrotoluene(Benzene,2-methyl-1,3-dinitro-)",?
DSSTox_GSID_25429,6088-51-3,"6-hydroxy-2-naphthyldisulfide(DDD)(6,6'-Dithiodi-(2-naphthol))",?
DSSTox_GSID_29289,7747-35-5,"5-Ethyl-1-aza-3,7-dioxabicyclo[3.3.0]octane",?
DSSTox_GSID_42325,104-45-0,4-Propylanisole(p-Propylanisole),?
DSSTox_GSID_47205,83834-59-7,2-Ethylhexyltrans-4-methoxycinnamate,?
DSSTox_GSID_32591,16079-88-2,"Bromo-3-chloro-5,5-dimethylhydantoin(BCDMH)(1-Bromo-3-chloro-5,5-dimethyl-2,4-imidazolidinedione)",?
DSSTox_GSID_20147,95-14-7,"1,2,3-Benzotriazole",?
DSSTox_GSID_20426,99-30-9,Dicloran,3.076
DSSTox_GSID_21237,50-55-5,Reserpine,?
DSSTox_GSID_47538,6624-73-3,"Pentane-1,5-diyldibenzoate(1,5-PENTANDIYLDIBENZOAT)",?
DSSTox_GSID_26183,102-82-9,"Tributylamine(1-Butanamine,N,N-dibutyl-)",?
DSSTox_GSID_20943,99-59-2,2-Methoxy-5-nitroaniline,1.222
DSSTox_GSID_32390,60168-88-9,Fenarimol,3.824
DSSTox_GSID_23632,87-69-4,L-(+)-Tartaricacid,?
DSSTox_GSID_35214,3391-86-4,1-Octen-3-ol,?
DSSTox_GSID_48122,63449-41-2,C8-18-Alkydimethylbenzylammoniumchlorides,?
DSSTox_GSID_20740,53-86-1,Indomethacin,?
DSSTox_GSID_38696,93-89-0,"Benzoicacid,ethylester",?
DSSTox_GSID_26728,106-25-2,"(2Z)-3,7-Dimethylocta-2,6-dien-1-ol",?
DSSTox_GSID_21393,112-27-6,Triethylene glycol,2.921
DSSTox_GSID_21485,121-91-5,"1,3-Benzenedicarboxylicacid(Isophthalicacid)",?
DSSTox_GSID_27527,3194-55-6,"1,2,5,6,9,10-Hexabromocyclododecane",?
DSSTox_GSID_24105,86-73-7,Fluorene,?
DSSTox_GSID_23951,5234-68-4,Carboxin,3
DSSTox_GSID_26943,115-77-5,"Pentaerythritol(1,3-Propanediol,2,2-bis(hydroxymethyl)-)",?
DSSTox_GSID_47611,105-21-5,"1,4-Heptanolide((+/-)-4-Heptanolide)",?
DSSTox_GSID_26171,29385-43-1,"Tolytriazole(1H-Benzotriazole,4(or5)-methyl-)",?
DSSTox_GSID_27891,26264-06-2,"Benzenesulfonicacid,dodecyl-,calciumsalt",?
DSSTox_GSID_29653,1762-95-4,"Thiocyanicacid,ammoniumsalt",?
DSSTox_GSID_20964,98-95-3,Nitrobenzene,?
DSSTox_GSID_20425,117-80-6,"Dichlone(2,3-Dichloro-1,4-naphthoquinone)",?
DSSTox_GSID_21735,67-68-5,"Dimethylsulfoxide(DMSO)(Methane,sulfinylbis-)(Methylsulfoxide)",?
DSSTox_GSID_21218,117-39-5,Quercetin,?
DSSTox_GSID_24261,732-11-6,Phosmet,?
DSSTox_GSID_21965,120-82-1,"1,2,4-Trichlorobenzene",?
DSSTox_GSID_47456,826-62-0,"4,7-Methanoisobenzofuran-1,3-dione,3a,4,7,7a-tetrahydro-",?
DSSTox_GSID_41346,533-23-3,"2,4-DEE;Ethyl2,4-dichlorophenoxyacetate",?
DSSTox_GSID_34634,68157-60-8,Forchlorfenuron,3.222
DSSTox_GSID_27923,27176-87-0,4-Dodecylbenzenesulfonic acid,?
DSSTox_GSID_27076,139-96-8,"Sulfuricacid,monododecylester,compd.with2,2',2''-nitrilotris[ethanol](1:1)(Sulfuricacid,monododecylester,compd.with2,2',2''-nitrilotris[ethanol](1:1))",?
DSSTox_GSID_40710,107-51-7,"Trisiloxane,octamethyl-",?
DSSTox_GSID_23936,2008-41-5,Butylate,2.523
DSSTox_GSID_32412,81405-85-8,Imazmethabenz,?
DSSTox_GSID_22162,1689-84-5,Bromoxynil,3.333
DSSTox_GSID_20379,53-43-0,"Dehydroepiandrosterone(DHEA)(5,6-Didehydroisoandrosterone)(Prasterone)",?
DSSTox_GSID_37717,1478-61-1,"BisphenolAF(phenol,4,4-(2,2,2-triflouro-1-(trifluromethyl)ethylidene)(4,4'-(1,1,1,3,3,3-Hexafluoropropane-2,2-diyl)diphenol)",?
DSSTox_GSID_21946,112-30-1,1-Decanol,?
DSSTox_GSID_25293,149-57-5,2-Ethylhexanoic acid,2.215
DSSTox_GSID_24930,496-72-0,"3,4-Diaminotoluene(1,2-Benzenediamine,4-methyl-)",?
DSSTox_GSID_47328,NOCAS_47328,MK-274,2.954
DSSTox_GSID_32309,1929-73-3,"2,4-Dbutoxyethanolester;2,4-Dbutoxyethylester",?
DSSTox_GSID_25135,89-87-2,"1,3-Dimethyl-4-nitrobenzene(4-Nitro-m-xylene)",?
DSSTox_GSID_42059,106-27-4,Isopentylbutyrate(Isoamylbutyrate),?
DSSTox_GSID_29353,32388-55-9,"Ethanone,1-[(3R,3aR,7R,8aS)-2,3,4,7,8,8a-hexahydro-3,6,8,8-tetramethyl-1H-3a,7-methanoazulen-5-yl]-;Acetyl-alpha-cedrene;9-Acetyl-8-cedrene;AcetylCedrene;Methylcedrylketone",?
DSSTox_GSID_24598,118-58-1,Benzylsalicylate,?
DSSTox_GSID_32327,22781-23-3,Bendiocarb,3.778
DSSTox_GSID_25881,95-54-5,"1,2-Phenylenediamine(o-Phenylenediamine)(1,2-Benzenediamine)",?
DSSTox_GSID_47525,81131-70-6,Pravastatinsodium,?
DSSTox_GSID_35288,33956-49-9,"Codlelure((E,E)-8,10-Dodecadien-1-ol)",?
DSSTox_GSID_48184,2919-66-6,Melengestrolacetate,?
DSSTox_GSID_24000,1861-32-1,Chlorthal-dimethyl,2.77
DSSTox_GSID_40722,2433-14-9,4-Cyclohexylcyclohexanol,?
DSSTox_GSID_27333,919-30-2,"1-Propanamine,3-(triethoxysilyl)-;gamma-Aminopropyltriethoxysilane",?
DSSTox_GSID_21959,118-79-6,"2,4,6-Tribromophenol",?
DSSTox_GSID_41909,10025-74-8,Dysprosium(III)chloride(Dysprosiumchloride)(DyCl3),?
DSSTox_GSID_44394,98-53-3,"4-tert-Butylcyclohexanone(Cyclohexanone,4-(1,1-dimethylethyl)-)",?
DSSTox_GSID_41491,104-54-1,3-Phenyl-2-propen-1-ol(Cinnamylalcohol),?
DSSTox_GSID_37708,3825-26-1,Ammonium perfluorooctanoate,4
DSSTox_GSID_27433,1760-24-3,"N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine",?
DSSTox_GSID_26974,120-95-6,"2,4-Bis(2-methylbutan-2-yl)phenol(Phenol,2,4-bis(1,1-dimethylpropyl)-)(2,4-Di-tert-amylphenol)",?
DSSTox_GSID_41357,3025-30-7,"Ethyl(2E,4Z)-deca-2,4-dienoate",?
DSSTox_GSID_25148,108-68-9,"3,5-Dimethylphenol",?
